Flength,Fwidth,Fsize,Fconc,Fconc1,Fasym,Fm3long,Fm3trans,Falpha,Fdist,Class
34.7391,18.8565,2.5647,0.3161,0.173,-0.5537,33.6467,-11.8199,14.8002,220.645,g
12.6884,11.6886,2.0737,0.7004,0.3924,15.7698,-9.602,6.2513,63.8857,85.7348,g
24.2392,10.8729,2.5308,0.5184,0.3108,3.8759,20.8131,8.0599,13.001,120.317,g
52.2368,45.616,3.8024,0.1494,0.0749,10.9404,35.5267,-46.8138,20.595,37.2539,g
36.2836,20.9706,2.8974,0.3344,0.1995,15.0727,26.8606,-17.1049,1.2146,260.579,g
25.2127,17.0717,2.5694,0.3854,0.2305,6.1366,20.737,-5.1133,33.5054,136.324,g
48.0649,6.4926,2.4433,0.5369,0.355,-5.5375,-11.5578,4.9494,12.5969,256.029,g
31.6831,9.8633,2.3294,0.4309,0.2178,35.4434,25.2218,9.4138,65.85,75.5297,g
13.0501,10.6842,2.1833,0.7672,0.482,13.3831,-2.7243,9.4369,86.767,168.883,g
50.8859,18.6005,3.0471,0.3122,0.1575,56.9904,39.5371,-8.4796,3.597,239.736,g
38.4932,19.0219,3.1481,0.2993,0.1788,19.8,25.4021,11.3816,4.217,178.676,g
33.6476,21.4115,2.7532,0.2648,0.135,16.5014,-8.8087,17.5829,26.137,175.254,g
20.5405,13.4527,2.5575,0.5429,0.3033,2.4761,-10.7921,6.0168,34.2189,196.325,g
65.0379,10.8265,2.49,0.4595,0.2411,31.2704,65.2176,6.4885,11.3936,139.266,g
93.5072,35.7955,3.3054,0.1678,0.0928,-101.059,39.8282,-7.802,2.266,279.101,g
34.6655,12.5733,2.5472,0.4113,0.2227,23.5384,11.9924,12.4028,6.9113,205.613,g
36.2652,16.2752,2.6803,0.2651,0.1347,-1.7525,-15.3032,10.9965,5.0774,134.804,g
12.9762,11.2618,2.3434,0.7483,0.3923,14.9647,-5.0459,-11.6619,44.47,193.793,g
57.1873,24.8544,2.7593,0.3429,0.2115,-68.4229,30.1959,15.7547,8.5154,259.873,g
94.1467,18.9409,3.0249,0.3154,0.1903,-14.1273,67.9024,-20.1648,1.505,347.551,g
46.2876,19.7294,3.0037,0.2519,0.1334,30.4439,33.0749,14.0527,13.5359,242.067,g
45.3587,23.5549,2.9643,0.2562,0.1341,33.3632,42.5896,-17.3978,22.3299,244.676,g
23.4969,0,2.1477,0.7687,0.4164,24.4486,16.3489,0,19.7851,153.51,g
42.5711,15.5312,2.4921,0.3929,0.2045,-0.217,31.8667,-4.9576,12.21,261.448,g
47.3112,16.0674,2.7835,0.2568,0.1292,-46.1403,-34.8554,-10.9342,0.069,163.858,g
48.5393,19.3707,2.4401,0.3775,0.1942,35.1581,33.3854,-14.009,9.9947,163.199,g
28.2701,6.5766,2.3522,0.6089,0.3622,-31.086,-19.7886,-4.1616,10.181,185.309,g
21.9244,12.3699,2.3493,0.4608,0.2707,-28.2201,-8.1482,9.9155,15.61,200.696,g
55.2057,41.192,4.0174,0.1147,0.0602,27.6014,36.9761,24.8789,3.44,131.738,g
121.288,26.9501,2.634,0.2857,0.1498,61.137,86.7995,-17.5807,5.5164,269.019,g
18.0424,6.8555,2.3395,0.865,0.4554,8.4732,-10.8729,-5.2541,5.4707,196.336,g
31.5567,14.1112,2.5198,0.3263,0.1798,-24.7986,-14.4798,6.4829,21.041,140.418,g
58.4422,19.6955,2.4764,0.3806,0.1953,-44.1215,-59.4655,-18.4178,19.889,190.746,g
108.434,28.8188,3.832,0.1352,0.07,69.0505,99.7691,17.7249,0.277,285.381,g
28.3437,13.9672,2.5999,0.392,0.2224,22.6097,15.8221,-4.2037,11.4725,128.204,g
31.6398,17.1392,2.7324,0.4296,0.2213,29.905,21.6732,13.5977,16.7134,162.991,g
22.6959,15.7024,2.4749,0.5528,0.3199,24.0131,13.8633,-13.8479,13.3733,181.641,g
27.0089,24.9415,2.6628,0.2717,0.1424,28.552,3.091,12.2596,55.3088,161.032,g
61.0664,26.4698,2.7007,0.2908,0.1643,-82.6079,-41.84,21.7416,0.151,247.38,g
24.2753,15.6068,2.5276,0.4392,0.2685,7.9587,19.1974,14.8347,15.4169,125.031,g
35.7476,22.835,2.9699,0.2722,0.1367,44.5296,27.3889,-10.1279,13.9774,147.625,g
22.192,10.5126,2.233,0.5497,0.2836,17.6481,16.7732,5.9768,33.726,187.819,g
34.1947,22.252,2.9906,0.277,0.1395,-6.0641,22.7293,16.2596,6.437,177.538,g
85.8375,28.1022,3.3598,0.1153,0.0583,-36.1162,-36.8489,15.3542,2.5365,250.302,g
46.2024,14.2391,2.7574,0.3427,0.2124,-56.0349,23.32,-12.5175,16.2398,191.1,g
73.2948,42.3194,3.6665,0.1981,0.1006,65.1645,68.5967,45.3624,8.681,234.399,g
62.1149,22.0752,2.846,0.4376,0.2815,36.4973,64.601,-18.5252,22.76,227.69,g
41.9813,18.8544,2.8976,0.2266,0.1247,-38.8729,-20.9564,-10.4786,6.311,227.871,g
26.712,20.8295,2.7931,0.3752,0.2134,22.1951,22.0373,10.0754,44.012,196.332,g
27.6964,16.9705,2.5605,0.3989,0.2022,-6.9001,19.1645,-12.8952,40.7357,204.364,g
21.3521,16.4104,2.6263,0.3853,0.2139,-24.5247,-13.1007,6.2545,2.933,133.72,g
20.8748,10.015,2.4378,0.5766,0.3595,-4.036,15.6924,-9.3417,47.878,113.65,g
51.903,14.2416,2.9209,0.2448,0.135,-10.8966,-12.2255,6.8359,7.684,184.278,g
34.989,15.9144,2.5653,0.4871,0.3143,-30.5873,-30.6854,-12.938,68.6169,50.8582,g
32.6585,16.7311,2.7585,0.3522,0.177,41.6592,23.4397,-6.9897,6.5984,148.984,g
31.8864,10.1448,2.567,0.4065,0.21,8.737,-24.0132,-3.9774,3.739,167.248,g
12.7926,11.5696,2.0626,0.7273,0.368,-15.0824,4.1787,-11.6336,27.0422,199.19,g
38.026,17.7269,2.641,0.3269,0.1771,20.7911,-12.0771,14.844,18.645,206.599,g
21.0639,6.6794,2.1222,0.7623,0.4717,-20.1482,-15.6104,6.1427,50.0938,234.338,g
60.8587,23.1061,3.3442,0.263,0.132,-60.2013,49.0632,14.4724,0.7451,270.195,g
67.4344,28.541,3.6391,0.1871,0.0963,32.5808,76.0223,9.837,2.579,169.482,g
26.0022,15.0538,2.6689,0.5038,0.2947,-2.4675,24.4025,-8.3453,59.468,70.5251,g
17.4879,10.8343,2.4728,0.5859,0.3182,21.8701,10.2142,3.1775,5.4667,152.532,g
24.5289,14.2949,2.5641,0.4611,0.2442,-23.5549,12.8399,8.2298,2.189,113.828,g
29.1214,18.0707,2.4893,0.3598,0.2058,37.9467,21.3682,-15.1644,27.67,170.51,g
32.4251,9.629,2.4393,0.4364,0.2564,-2.2216,23.9613,4.2002,6.6791,165.517,g
39.7738,19.9736,2.9138,0.2878,0.1945,34.1354,25.5619,12.6623,3.288,154.049,g
60.8125,38.9729,3.8601,0.1286,0.0677,16.144,47.2671,8.2626,11.863,103.747,g
93.3691,29.923,3.2874,0.2203,0.1287,-22.0218,89.1856,-12.8911,18.761,294.353,g
39.4681,12.1565,2.7486,0.4478,0.2703,2.3145,32.4988,6.8383,3.264,199.182,g
19.9796,17.3141,2.5545,0.4407,0.2385,24.9852,10.1392,12.2564,0.2194,76.3344,g
40.8922,31.6046,3.0596,0.2145,0.1173,46.7407,20.8358,14.9482,18.1335,157.777,g
44.7031,17.1327,2.7356,0.2592,0.1406,40.896,34.1904,12.0711,4.2607,178.772,g
29.7703,17.6255,2.6928,0.3854,0.1957,17.6515,26.9253,15.0666,22.139,229.28,g
22.2019,6.5999,2.1861,0.7362,0.4072,-24.0167,-11.5369,6.728,20.202,194.701,g
41.2354,25.2222,3.0504,0.1825,0.0966,5.1049,-11.5183,-11.5986,0.936,142.597,g
21.6674,6.6144,2.1021,0.7273,0.4545,-21.4209,-14.8866,-6.4934,4.344,134.69,g
52.8511,34.1063,3.3817,0.1412,0.0712,2.9004,42.1168,30.8547,37.1944,146.975,g
26.2933,14.7705,2.6817,0.4495,0.2758,11.5895,12.3359,-11.0771,1.8019,178.595,g
83.9488,44.9876,3.3242,0.2512,0.1676,-28.9635,-47.0178,34.3767,8.252,305.97,g
71.8457,21.0573,3.4625,0.1855,0.0984,-63.5667,55.7707,13.0937,1.9065,265.755,g
24.4071,9.7823,2.4158,0.5067,0.3013,16.9043,-14.8797,4.8608,15.6776,104.576,g
26.9679,15.1052,2.4609,0.4048,0.2266,39.3494,-11.6507,-14.2323,33.8143,196.21,g
51.0814,14.5175,2.8774,0.431,0.2566,-35.7202,35.1498,9.2712,0.559,294.746,g
33.3893,18.9814,2.7945,0.3178,0.1838,-38.7839,-11.9867,11.0064,10.7282,202.484,g
50.6985,39.432,3.3919,0.2052,0.1142,22.2129,45.0357,24.9434,9.5042,43.7529,g
99.3238,29.1599,3.5856,0.2599,0.1458,-4.3638,22.7739,17.0028,1.3072,357.389,g
91.8755,64.5654,4.1987,0.0803,0.0429,9.8789,95.0725,-60.2146,53.79,58.0042,g
27.866,13.812,2.5484,0.3989,0.2136,-16.6108,13.4421,-5.3983,20.874,166.633,g
12.9101,11.3843,2.0846,0.7407,0.3745,15.0239,-3.4639,-11.7393,14.3513,200.056,g
35.8749,17.2436,2.9499,0.2884,0.1487,38.2713,-16.3614,8.1999,10.037,221.934,g
17.8044,9.3625,2.3655,0.6897,0.5065,5.1677,-13.0708,-9.6262,25.3875,219.397,g
75.3715,19.2748,3.1515,0.2032,0.1104,4.4977,63.8481,-12.5333,5.284,261.21,g
19.9742,16.2989,2.5593,0.5103,0.28,24.4937,11.6297,-8.7452,8.793,182.308,g
19.1199,12.8143,2.3314,0.5175,0.2727,1.6022,-10.3508,8.2765,41.795,195.774,g
92.8875,29.5407,3.7439,0.1827,0.111,-4.4245,62.6831,-20.4523,3.2913,323.935,g
21.2203,6.5774,2.1446,0.7599,0.4839,19.8745,16.07,-6.2487,18.981,155.034,g
54.6176,15.0295,2.705,0.2821,0.1548,-32.594,-33.4038,6.2599,5.3885,163.712,g
73.7252,15.5966,2.8338,0.2639,0.1371,-56.2861,-63.0268,-7.1354,3.531,209.778,g
36.3781,10.3615,2.2742,0.6223,0.3537,28.2943,25.907,7.6178,19.4337,134.407,g
21.8435,15.4761,2.3775,0.499,0.2537,11.6269,19.5635,10.1102,86.2351,100.735,g
30.9737,18.2285,2.6395,0.4381,0.2672,7.0214,30.0035,19.3767,30.144,161.147,g
80.2255,25.295,3.3416,0.189,0.0945,55.2784,84.2022,13.7018,2.792,222.572,g
97.455,24.2555,3.2872,0.1734,0.1102,-45.4318,84.4157,-18.7405,6.3678,286.729,g
22.3934,10.1082,2.3139,0.5728,0.2888,31.1131,-15.0826,-7.6179,47.2156,155.777,g
21.3719,12.7783,2.4273,0.4561,0.2299,29.3936,-5.7645,8.0277,10.636,138.613,g
52.1224,25.8186,3.0477,0.181,0.0909,9.074,30.958,-14.5472,8.6796,136.9,g
12.9839,11.1293,2.0846,0.749,0.4321,-14.5142,6.6103,10.485,49.891,148.162,g
34.9509,19.9977,2.905,0.2626,0.15,7.0531,-3.3165,16.7719,19.885,186.142,g
30.9161,20.5479,2.7164,0.4419,0.245,26.257,28.1435,-16.9085,14.437,145.021,g
39.089,26.253,3.2334,0.1969,0.1224,8.9864,19.5241,-2.9127,18.9796,164.936,g
90.4066,30.2831,3.3527,0.1669,0.0886,98.6582,73.4392,-15.2132,9.2458,279.696,g
67.3071,28.7303,3.095,0.2194,0.133,-38.1019,52.5158,-23.41,4.0631,291.655,g
20.5998,6.1069,2.1804,0.8053,0.571,16.4545,18.482,5.9756,39.8963,177.897,g
18.6438,10.1183,2.2279,0.5976,0.358,-21.5244,-11.9949,-3.3638,34.186,131.599,g
31.8548,13.1959,2.5557,0.4367,0.2517,30.3264,-21.49,11.5896,16.9228,166.82,g
22.4762,11.4257,2.3829,0.5797,0.3582,-25.9621,-10.0548,-7.0058,16.3023,215.651,g
33.3001,11.5456,2.5938,0.3669,0.2025,27.6298,23.5008,-7.1995,3.807,184.497,g
23.7222,13.3794,2.3918,0.4706,0.2657,26.8228,7.1654,-7.9641,37.143,90.5023,g
19.1493,16.3302,2.5717,0.4879,0.3016,-2.2716,-4.2036,-12.2487,38.839,189.208,g
18.7575,12.8054,2.5085,0.5333,0.2775,16.7669,11.3436,-4.1454,24.632,71.7487,g
30.8855,13.9512,2.5145,0.3914,0.2003,39.5539,17.7407,-9.1899,18.989,164.774,g
26.2082,9.7841,2.4108,0.6175,0.3825,-17.2431,-12.4699,-6.0277,61.722,104.26,g
59.2608,18.6496,2.9717,0.1857,0.0945,20.7663,41.6956,11.8207,10.336,200.277,g
28.0446,12.8137,2.4108,0.4932,0.2544,-23.4545,-2.5723,-4.9605,4.8014,233.65,g
77.4226,23.6353,3.2464,0.1656,0.0887,74.7072,66.3441,13.5546,3.438,224.026,g
23.0874,14.8181,2.5085,0.5643,0.2961,-13.4753,-15.5049,8.5711,2.2829,195.048,g
55.6762,25.6956,3.4948,0.2272,0.1339,50.1669,44.5951,14.2184,4.2001,246.598,g
22.7955,10.6579,2.5031,0.5997,0.4003,11.3459,20.5625,8.9411,42.293,210.976,g
66.9687,27.0649,3.1652,0.2768,0.1576,-27.9215,27.9785,-23.3829,2.619,313.464,g
12.3552,12.1346,2.2135,0.6728,0.3456,17.0027,-10.6998,-0.9435,60.1701,86.4439,g
31.1823,14.847,2.3149,0.4697,0.2542,-28.483,-24.1133,7.8002,22.9229,107.931,g
26.9419,20.1143,2.769,0.3557,0.2051,12.6292,10.3599,16.7684,3.9876,149.775,g
27.9625,21.6092,2.781,0.3179,0.1647,-33.4829,-5.1356,17.8175,6.703,198.254,g
16.4506,11.2221,2.3263,0.6274,0.3892,-2.2667,5.6423,7.7692,31.76,247.824,g
92.6944,25.5449,3.1623,0.3297,0.1855,-4.4943,32.2398,-28.6554,2.62,357.017,g
29.362,11.3579,2.3738,0.4609,0.2347,24.6662,-21.6853,-3.8247,76.263,212.106,g
28.6808,12.9785,2.5484,0.3932,0.2362,-1.6727,-10.4705,-3.6762,5.8695,104.39,g
24.1987,12.1882,2.6964,0.5332,0.3068,6.2631,17.3827,-7.2861,28.9777,159.148,g
39.482,17.4507,3.0569,0.2702,0.1408,-22.6491,7.0397,-10.6566,1.9918,187.339,g
63.2845,24.5762,3.0772,0.2403,0.1352,-58.2713,37.2536,13.6825,4.104,278.338,g
44.0647,23.4518,2.934,0.2584,0.1356,-5.3367,35.4201,20.421,6.518,290.884,g
79.713,20.7604,2.9012,0.3704,0.2316,-84.7364,-25.709,-24.5905,5.3899,337.54,g
73.4527,20.2934,2.9745,0.3043,0.1766,-52.1882,44.5837,9.6189,0.288,278.241,g
29.6542,16.3767,2.3355,0.4665,0.261,29.7642,24.3083,14.3846,25.558,250.509,g
16.4883,11.4327,2.29,0.5897,0.341,2.5672,-6.7324,6.3345,33.4578,129.21,g
57.9372,10.1,2.5938,0.3592,0.1898,-51.4921,-35.1508,-5.1753,0.1315,135.601,g
31.4488,14.6316,2.7657,0.3791,0.193,5.7791,-26.6144,10.3662,14.121,194.79,g
36.1494,23.7577,2.9607,0.2507,0.1264,-7.5948,10.2697,17.5793,81.1465,44.2919,g
24.6574,16.1922,2.6335,0.4884,0.2477,31.2145,19.942,-15.8012,17.585,210.839,g
42.068,9.8012,2.4579,0.4321,0.2178,44.8421,34.6795,-9.2528,0.3486,211.64,g
83.7959,25.5426,3.5502,0.1786,0.0987,53.131,77.2854,13.0044,1.9876,263.155,g
32.0024,17.7692,2.6959,0.3102,0.1581,-53.0058,22.6601,9.1114,27.5578,191.069,g
45.1942,26.4351,3.1055,0.229,0.1235,11.2951,39.5222,22.8678,7.8797,116.305,g
50.2744,29.8464,3.6069,0.1951,0.1042,27.2243,42.186,-14.0583,16.6925,85.991,g
19.1419,18.2733,2.2304,0.5412,0.2794,27.8301,-13.9946,16.6221,42.063,150.092,g
81.8411,24.5221,2.836,0.2538,0.1291,-21.7721,77.419,13.4519,4.582,319.987,g
23.5281,9.5551,2.3692,0.6624,0.391,-27.0313,8.6299,-5.9169,24.368,106.054,g
25.4798,10.1972,2.3811,0.4699,0.2391,4.4026,19.821,-7.0432,0.0365,191.305,g
35.4559,14.0987,2.4533,0.3944,0.206,2.3575,17.7538,-14.9431,2.075,235.553,g
21.7361,15.0599,2.4757,0.4482,0.2659,24.5098,13.5533,6.4398,31.4724,166.674,g
72.4457,22.6577,3.3752,0.2567,0.141,-47.825,57.0393,18.762,1.092,313.89,g
18.9028,9.4943,2.3674,0.6824,0.4657,2.9614,-13.2914,-7.2136,64.045,215.763,g
19.4404,17.8671,2.5276,0.4303,0.2626,15.4818,16.4945,12.1093,81.7696,112.872,g
54.5906,21.8888,2.917,0.3329,0.2076,-62.3091,-32.4222,17.9838,0.626,278.287,g
40.1845,20.7931,2.9012,0.3139,0.1588,14.3402,-7.9486,-16.1099,7.848,191.314,g
70.9121,14.6773,3.0145,0.2998,0.1784,56.122,69.7887,-5.1467,0.5949,211.786,g
45.6671,21.0998,3.0924,0.1779,0.0942,25.5689,22.8327,15.1525,3.197,133.452,g
44.218,17.5294,2.5717,0.3646,0.1917,-42.1748,-19.0475,17.5626,18.537,168.481,g
60.3438,39.4297,3.7198,0.134,0.0716,42.6925,47.9226,-13.3079,12.8638,103.301,g
19.9789,12.6915,2.4541,0.5448,0.3462,12.6925,16.8664,-5.0556,12.7586,205.861,g
29.9508,15.4549,2.6405,0.3547,0.1888,4.5319,15.1616,7.4995,23.9617,133.096,g
22.7184,8.7598,2.4346,0.6544,0.3842,-22.5433,-18.7684,-11.1051,6.1543,174.7,g
87.4439,10.5644,2.6609,0.452,0.2718,-68.9598,52.9605,-9.3686,5.804,316.36,g
37.4432,19.8188,2.9491,0.2979,0.1535,17.8821,34.0512,4.5887,8.7569,198.657,g
92.1053,50.6686,3.6836,0.1256,0.0668,29.7881,82.9054,63.8998,6.5297,271.79,g
57.2615,21.3184,3.1949,0.2119,0.1127,47.563,52.9252,-8.5969,2.0734,227.696,g
43.2081,22.3084,3.0804,0.2102,0.1059,61.0406,24.7506,-10.2532,3.4828,169.389,g
27.5042,17.6334,2.4541,0.3445,0.174,-6.0405,7.7084,-16.0424,31.28,159.278,g
12.96,11.1358,2.2,0.7445,0.4385,-14.4446,7.0352,-9.7628,63.541,229.429,g
70.4825,23.8289,3.5782,0.1783,0.0992,58.6184,71.1424,-6.3053,4.159,226.179,g
53.7826,16.9958,2.6571,0.3414,0.1729,58.441,36.4019,-13.1789,2.081,244.073,g
37.3136,15.9101,2.8576,0.2804,0.1575,6.5877,-28.581,6.6207,6.132,203.961,g
17.8224,16.5478,2.404,0.5128,0.2702,15.3468,15.8412,-12.7221,36.9723,143.132,g
32.3486,12.9098,2.5999,0.4347,0.2324,16.8606,21.9967,8.4481,20.553,211.077,g
41.3165,16.9678,2.8751,0.26,0.134,36.2994,21.4508,-15.6841,10.961,205.186,g
21.7265,6.7179,2.1222,0.717,0.4264,-22.5868,-13.4709,6.5348,27.722,148.094,g
21.561,6.7887,2.07,0.7149,0.4213,22.5915,13.3083,-6.4567,10.302,180.155,g
24.66,10.9818,2.5792,0.5086,0.2569,-7.8453,-19.655,3.6629,6.516,209.64,g
24.4091,12.8134,2.5065,0.405,0.2103,21.2555,-5.3426,-6.1367,22.24,133.157,g
72.1161,26.5274,3.5358,0.1634,0.0837,44.8692,71.6665,15.133,15.2695,176.899,g
22.2435,12.3986,2.2978,0.4635,0.2544,28.8497,8.6554,10.5118,44.3431,84.6513,g
95.3862,43.1623,4.0435,0.091,0.0478,-69.4949,87.8497,-17.3434,4.0819,291.299,g
86.7913,29.3805,3.5011,0.2741,0.1642,36.5091,43.5311,12.0049,2.284,375.966,g
21.1452,7.0922,2.2082,0.6749,0.3375,0.3624,-5.7146,6.258,13.7571,214.103,g
64.3565,15.1921,2.847,0.2077,0.1117,37.4254,49.6431,-6.5371,3.661,168.403,g
25.2306,12.0043,2.4857,0.4183,0.2369,-6.5118,-16.0185,-6.3149,1.6585,72.3971,g
17.3282,10.9182,2.1703,0.5946,0.3547,1.021,-5.5946,6.8793,82.2683,184.299,g
73.1035,18.8031,3.2934,0.284,0.1672,39.8379,66.3971,-8.083,0.613,236.575,g
80.7712,32.4441,3.6469,0.1073,0.0538,47.1972,51.5286,20.5342,3.2797,227.562,g
20.2649,10.1755,2.2923,0.6224,0.375,-4.2702,15.5583,7.6127,19.359,124.867,g
74.8605,28.5923,3.6254,0.1756,0.0935,26.0505,7.0047,-12.0999,0.098,282.26,g
112.569,49.6183,4.2261,0.0774,0.0407,129.86,82.8447,-20.7786,1.064,288.644,g
71.0207,27.6918,3.1945,0.2038,0.1083,53.7932,38.473,-21.5379,1.904,293.954,g
74.3446,29.6566,3.6303,0.1148,0.0587,61.3344,63.4961,-20.5881,7.6188,200.482,g
13.3706,10.4955,2.1717,0.7946,0.4007,14.9398,2.0921,11.9017,47.994,180.736,g
38.025,15.9698,2.5353,0.312,0.1822,-15.7771,23.4069,12.4622,12.1567,191.617,g
36.5242,13.7876,2.8466,0.3559,0.1786,4.1256,32.5134,7.7912,2.938,159.604,g
77.4316,14.5076,2.7846,0.3596,0.234,-75.2684,61.5001,-9.2181,12.3296,266.633,g
26.3197,22.606,2.5955,0.3655,0.2272,2.4853,-21.5587,-15.0053,30.5803,159.853,g
13.4134,10.192,2.1861,0.8078,0.4593,13.8063,6.1638,11.6237,4.157,133.432,g
39.0194,16.0301,2.6201,0.4245,0.2386,15.9242,24.6254,-10.4022,22.1841,69.6781,g
13.2353,10.2651,2.1804,0.7987,0.4917,13.0601,6.659,10.9489,25.938,197.826,g
30.9135,9.955,2.4676,0.5247,0.2777,-40.9269,15.7383,5.3361,2.0623,114.789,g
91.7477,22.9294,2.9219,0.3208,0.1957,-109.887,67.2351,-23.3411,9.9993,222.721,g
25.5331,14.4645,2.472,0.4283,0.2479,3.4272,19.4274,-10.5868,30.7131,181.514,g
76.354,28.0503,3.3663,0.2323,0.1409,-13.1359,65.2337,-14.1066,2.903,316.862,g
42.8019,24.0479,3.1508,0.2064,0.1113,-3.5253,-22.1735,-14.5744,3.034,146.676,g
30.1196,27.4377,2.6959,0.286,0.1621,5.8084,21.3044,15.6655,51.11,115.295,g
15.9414,11.5176,2.29,0.6205,0.3974,1.8561,-4.0947,-7.8835,13.2657,162.959,g
30.9023,17.6166,2.6021,0.39,0.2612,21.4873,24.5736,-9.8571,10.6775,202.231,g
39.2324,18.7511,2.9586,0.3113,0.1777,22.9342,40.227,7.8823,14.293,230.912,g
19.541,7.0622,2.2135,0.8073,0.419,-20.5972,-13.0988,-4.1841,16.6934,111.76,g
37.2728,14.5732,2.4742,0.4027,0.203,25.4993,17.5867,13.2994,18.1987,132.689,g
83.195,20.9793,3.3075,0.2094,0.1278,25.8417,76.1369,11.5543,2.2045,242.233,g
84.1939,29.0428,3.4591,0.1915,0.1176,-38.8835,60.1905,11.41,0.062,291.569,g
53.1573,27.5492,2.4735,0.6353,0.395,-36.0954,-47.369,-20.0959,8.79,321.013,g
24.8223,12.0167,2.4378,0.4124,0.2354,-9.028,-12.5426,-5.085,8.302,159.235,g
29.6915,17.4648,2.716,0.4288,0.2625,9.0854,-20.8719,13.8854,11.1156,197.096,g
23.4509,21.3714,2.7966,0.3738,0.2133,11.4231,10.9074,16.0901,3.386,177.423,g
33.6576,20.2021,2.9741,0.31,0.1714,19.6629,22.3707,7.786,16.8909,200.203,g
57.9795,47.3576,3.9358,0.1265,0.0686,29.4056,53.9324,21.4798,3.968,119.587,g
64.3343,17.4503,3.3917,0.2905,0.1743,-63.4087,46.0408,-10.0344,4.3085,298.41,g
19.9222,12.9838,2.4306,0.5121,0.2764,-13.2681,-8.9999,4.758,69.805,95.9388,g
34.5908,12.6329,2.617,0.43,0.2234,27.3745,-18.514,12.6149,2.433,213.926,g
32.3865,11.552,2.639,0.3628,0.194,28.903,14.5071,-6.3446,7.4884,212.645,g
52.4436,18.3778,2.9053,0.2127,0.1088,2.2138,-43.9999,4.2712,3.3763,182.35,g
87.3349,35.2968,3.879,0.1477,0.0749,-15.601,68.772,24.1298,0.7025,311.573,g
43.0089,17.2466,2.636,0.3075,0.1699,-53.5537,28.1244,11.4557,13.9329,126.744,g
92.1583,44.5853,3.9172,0.1208,0.074,-46.6795,79.3432,28.9691,8.116,292.406,g
73.5568,28.7359,3.4992,0.1353,0.0689,40.5719,70.5185,-15.7186,3.062,171.525,g
12.5217,11.9409,2.0022,0.6965,0.3532,15.4542,-6.4495,11.2227,35.2548,86.8641,g
46.9886,27.1472,2.9009,0.2437,0.1225,63.7124,28.5851,-23.8536,29.2213,147.526,g
27.1484,16.1983,2.673,0.3248,0.1794,2.2225,-17.2897,-13.058,11.7518,93.8352,g
60.0531,27.5988,3.6414,0.1409,0.0711,53.4779,42.9533,15.6111,5.57,185.093,g
21.4843,6.96,2.1508,0.6855,0.364,24.9365,8.883,6.4455,66.4912,60.6225,g
65.8758,25.2248,3.3128,0.1737,0.1083,50.2483,51.994,8.0935,1.8283,230.285,g
22.0214,6.5474,2.2956,0.7392,0.443,-22.2853,-14.1513,6.6458,47.246,153.197,g
27.0273,11.1927,2.4757,0.4381,0.2592,35.0396,14.1502,-5.1347,4.376,201.718,g
22.5561,6.4609,2.2055,0.7539,0.3832,-25.6665,-6.3922,-6.8247,3.9937,156.617,g
99.0242,28.4088,3.4767,0.1622,0.0989,-55.9579,39.4975,19.2055,2.0115,284.494,g
96.2481,31.025,3.7709,0.1464,0.0763,-88.9574,73.0664,-20.4804,0.173,291.917,g
20.1371,10.9384,2.243,0.5886,0.3171,-7.6972,17.8327,9.0805,27.8812,228.742,g
43.027,13.8938,2.4385,0.5209,0.2969,27.6208,14.6349,-10.9602,20.8227,262.116,g
22.2888,12.2423,2.472,0.5295,0.2648,25.9538,6.9253,9.6848,14.999,159.003,g
19.9618,12.9808,2.4108,0.501,0.2583,13.5155,6.2451,-2.5119,58.9308,108.349,g
25.5909,0,2.1414,0.7365,0.4152,27.1843,14.455,0,16.345,184.646,g
27.3178,11.8683,2.5132,0.454,0.2684,6.4308,21.9334,-11.2211,5.2524,156.958,g
103.226,23.6559,3.6799,0.1381,0.0737,48.5331,103.768,-17.6458,0.2615,245.257,g
38.9617,8.2674,2.3775,0.5493,0.3375,41.3564,28.819,-4.7539,1.5978,223.92,g
56.0474,19.8364,3.2051,0.2657,0.1587,-79.3262,31.1128,-14.7622,3.164,250.211,g
46.5534,19.7632,3.0092,0.2095,0.1072,40.5851,26.2452,-14.93,2.7,119.542,g
50.2255,16.776,3.0917,0.3401,0.2287,37.727,42.3584,-12.5027,5.3512,204.957,g
68.8673,13.6842,2.6875,0.2649,0.1468,52.5787,58.2567,9.1206,1.7069,160.028,g
25.9206,17.5262,2.9413,0.4293,0.2181,29.7237,25.549,14.6637,1.567,159.673,g
26.7383,24.5031,2.7312,0.2563,0.1291,2.7024,-21.9364,-13.1398,33.424,221.105,g
17.6821,10.7664,2.179,0.5828,0.3411,0.5898,-4.9879,6.5403,61.229,219.283,g
26.3148,18.4591,2.8274,0.3884,0.2418,7.8003,-12.8794,-14.3551,13.776,117.24,g
48.8529,15.8477,2.7084,0.3327,0.1791,52.0995,14.9398,-14.0803,4.4388,183.253,g
21.3638,7.0174,2.1383,0.6764,0.3455,-25.6246,-6.1481,-6.3851,17.5411,82.2575,g
96.6184,34.4729,3.268,0.1646,0.0947,-14.3374,46.8293,-18.6157,2.6775,316.374,g
37.4896,25.0268,3.1722,0.2388,0.1201,-16.1489,-19.7635,10.6776,75.311,44.8178,g
34.5936,22.723,2.9423,0.2821,0.1456,49.7576,26.8458,-14.4034,7.1144,128.761,g
